200.0	0.010000
200.5	0.011256
201.0	0.012512
201.5	0.013768
202.0	0.015024
202.5	0.016280
203.0	0.017537
203.5	0.018793
204.0	0.020049
204.5	0.021305
205.0	0.022561
205.5	0.023818
206.0	0.025074
206.5	0.026330
207.0	0.027586
207.5	0.028842
208.0	0.030098
208.5	0.031355
209.0	0.032611
209.5	0.033867
210.0	0.035123
210.5	0.036379
211.0	0.037636
211.5	0.038892
212.0	0.040148
212.5	0.041404
213.0	0.042660
213.5	0.043916
214.0	0.045173
214.5	0.046429
215.0	0.047685
215.5	0.048941
216.0	0.050197
216.5	0.051454
217.0	0.052710
217.5	0.053966
218.0	0.055222
218.5	0.056478
219.0	0.057734
219.5	0.058991
220.0	0.060247
220.5	0.061503
221.0	0.062759
221.5	0.064015
222.0	0.065272
222.5	0.066528
223.0	0.067784
223.5	0.069040
224.0	0.070296
224.5	0.071552
225.0	0.072809
225.5	0.074065
226.0	0.075321
226.5	0.076577
227.0	0.077833
227.5	0.079090
228.0	0.080346
228.5	0.081602
229.0	0.082858
229.5	0.084114
230.0	0.085370
230.5	0.086627
231.0	0.087883
231.5	0.089139
232.0	0.090395
232.5	0.091651
233.0	0.092908
233.5	0.094164
234.0	0.095420
234.5	0.096676
235.0	0.097932
235.5	0.099188
236.0	0.100445
236.5	0.101701
237.0	0.102957
237.5	0.104213
238.0	0.105469
238.5	0.106726
239.0	0.107982
239.5	0.109238
240.0	0.110494
240.5	0.111750
241.0	0.113006
241.5	0.114263
242.0	0.115519
242.5	0.116775
243.0	0.118031
243.5	0.119287
244.0	0.120544
244.5	0.121800
245.0	0.123056
245.5	0.124312
246.0	0.125568
246.5	0.126824
247.0	0.128081
247.5	0.129337
248.0	0.130593
248.5	0.131849
249.0	0.133105
249.5	0.134362
250.0	0.135618
250.5	0.138229
251.0	0.139558
251.5	0.141651
252.0	0.144372
252.5	0.147365
253.0	0.150228
253.5	0.152729
254.0	0.154918
254.5	0.157031
255.0	0.159297
255.5	0.161840
256.0	0.164727
256.5	0.168032
257.0	0.171840
257.5	0.176145
258.0	0.180752
258.5	0.185288
259.0	0.189276
259.5	0.192251
260.0	0.193898
260.5	0.194189
261.0	0.193473
261.5	0.192388
262.0	0.191590
262.5	0.191544
263.0	0.192479
263.5	0.194541
264.0	0.197873
264.5	0.202575
265.0	0.208549
265.5	0.215442
266.0	0.222714
266.5	0.229798
267.0	0.236279
267.5	0.242014
268.0	0.247149
